District,Gender,Locality,Age ,Percentage,Economic Activity,District in Map
CHINIOT DISTRICT,Transgender,Urban,65 - 69,#DIV/0!,Seeking Work,Chiniot
CHINIOT DISTRICT,Transgender,Urban,70 - 74,0.00%,Seeking Work,Chiniot
CHINIOT DISTRICT,Transgender,Urban,75 & ABOVE,0.00%,Seeking Work,Chiniot
CHINIOT DISTRICT,Transgender,Urban,Between 10-14,#DIV/0!,Seeking Work,Chiniot
DERA GHAZI KHAN DISTRICT,Female,Rural,10 & ABOVE,0.67%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Rural,15 -  19,0.88%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Rural,20 - 24,0.87%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Rural,25 - 29,0.75%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Rural,30 - 34,0.52%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Rural,35 - 39,0.36%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Rural,40 - 44,0.38%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Rural,45 - 49,0.27%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Rural,50 - 54,0.30%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Rural,55 - 59,0.33%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Rural,60 - 64,0.32%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Rural,65 - 69,0.27%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Rural,70 - 74,0.39%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Rural,75 & ABOVE,0.70%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Rural,Between 10-14,0.97%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,10 & ABOVE,0.89%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,15 -  19,0.84%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,20 - 24,1.71%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,25 - 29,1.68%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,30 - 34,1.09%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,35 - 39,0.36%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,40 - 44,0.43%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,45 - 49,0.32%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,50 - 54,0.18%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,55 - 59,0.41%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,60 - 64,0.21%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,65 - 69,0.26%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,70 - 74,0.29%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,75 & ABOVE,0.36%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Female,Urban,Between 10-14,0.76%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,10 & ABOVE,5.95%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,15 -  19,9.63%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,20 - 24,11.18%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,25 - 29,8.87%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,30 - 34,6.88%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,35 - 39,5.53%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,40 - 44,4.31%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,45 - 49,3.26%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,50 - 54,2.63%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,55 - 59,1.92%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,60 - 64,1.90%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,65 - 69,1.55%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,70 - 74,1.27%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,75 & ABOVE,1.14%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Rural,Between 10-14,2.95%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,10 & ABOVE,5.04%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,15 -  19,7.14%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,20 - 24,10.50%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,25 - 29,8.45%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,30 - 34,5.45%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,35 - 39,3.74%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,40 - 44,2.43%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,45 - 49,2.35%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,50 - 54,1.73%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,55 - 59,1.83%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,60 - 64,1.51%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,65 - 69,1.31%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,70 - 74,0.74%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,75 & ABOVE,0.91%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Male,Urban,Between 10-14,2.58%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,10 & ABOVE,4.51%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,15 -  19,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,20 - 24,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,25 - 29,13.33%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,30 - 34,9.09%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,35 - 39,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,40 - 44,28.57%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,45 - 49,8.33%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,50 - 54,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,55 - 59,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,60 - 64,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,65 - 69,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,70 - 74,#DIV/0!,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,75 & ABOVE,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Rural,Between 10-14,#DIV/0!,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,10 & ABOVE,4.55%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,15 -  19,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,20 - 24,9.09%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,25 - 29,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,30 - 34,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,35 - 39,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,40 - 44,33.33%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,45 - 49,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,50 - 54,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,55 - 59,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,60 - 64,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,65 - 69,0.00%,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,70 - 74,#DIV/0!,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,75 & ABOVE,#DIV/0!,Seeking Work,Dera Ghazi Khan
DERA GHAZI KHAN DISTRICT,Transgender,Urban,Between 10-14,#DIV/0!,Seeking Work,Dera Ghazi Khan
FAISALABAD DISTRICT,Female,Rural,10 & ABOVE,0.48%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Rural,15 -  19,0.56%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Rural,20 - 24,1.02%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Rural,25 - 29,0.81%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Rural,30 - 34,0.44%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Rural,35 - 39,0.25%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Rural,40 - 44,0.17%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Rural,45 - 49,0.15%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Rural,50 - 54,0.18%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Rural,55 - 59,0.15%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Rural,60 - 64,0.16%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Rural,65 - 69,0.19%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Rural,70 - 74,0.24%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Rural,75 & ABOVE,0.38%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Rural,Between 10-14,0.44%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,10 & ABOVE,0.42%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,15 -  19,0.40%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,20 - 24,0.79%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,25 - 29,0.74%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,30 - 34,0.38%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,35 - 39,0.26%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,40 - 44,0.19%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,45 - 49,0.15%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,50 - 54,0.18%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,55 - 59,0.14%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,60 - 64,0.18%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,65 - 69,0.20%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,70 - 74,0.23%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,75 & ABOVE,0.39%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Female,Urban,Between 10-14,0.37%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,10 & ABOVE,3.33%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,15 -  19,6.70%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,20 - 24,8.15%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,25 - 29,4.67%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,30 - 34,2.56%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,35 - 39,1.71%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,40 - 44,1.28%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,45 - 49,0.95%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,50 - 54,0.86%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,55 - 59,0.79%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,60 - 64,0.68%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,65 - 69,0.60%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,70 - 74,0.54%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,75 & ABOVE,0.43%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Rural,Between 10-14,1.89%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,10 & ABOVE,2.10%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,15 -  19,3.73%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,20 - 24,4.45%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,25 - 29,2.97%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,30 - 34,1.61%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,35 - 39,1.05%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,40 - 44,0.86%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,45 - 49,0.86%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,50 - 54,0.76%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,55 - 59,0.82%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,60 - 64,0.72%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,65 - 69,0.66%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,70 - 74,0.60%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,75 & ABOVE,0.66%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Male,Urban,Between 10-14,1.35%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,10 & ABOVE,3.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,15 -  19,5.71%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,20 - 24,3.13%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,25 - 29,5.71%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,30 - 34,4.26%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,35 - 39,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,40 - 44,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,45 - 49,4.35%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,50 - 54,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,55 - 59,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,60 - 64,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,65 - 69,12.50%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,70 - 74,6.67%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,75 & ABOVE,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Rural,Between 10-14,#DIV/0!,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,10 & ABOVE,0.65%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,15 -  19,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,20 - 24,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,25 - 29,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,30 - 34,1.67%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,35 - 39,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,40 - 44,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,45 - 49,4.08%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,50 - 54,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,55 - 59,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,60 - 64,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,65 - 69,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,70 - 74,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,75 & ABOVE,0.00%,Seeking Work,Faisalabad
FAISALABAD DISTRICT,Transgender,Urban,Between 10-14,#DIV/0!,Seeking Work,Faisalabad
GUJRANWALA DISTRICT,Female,Rural,10 & ABOVE,0.48%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Rural,15 -  19,0.50%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Rural,20 - 24,0.89%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Rural,25 - 29,0.72%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Rural,30 - 34,0.43%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Rural,35 - 39,0.31%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Rural,40 - 44,0.29%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Rural,45 - 49,0.27%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Rural,50 - 54,0.24%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Rural,55 - 59,0.21%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Rural,60 - 64,0.24%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Rural,65 - 69,0.24%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Rural,70 - 74,0.04%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Rural,75 & ABOVE,0.37%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Rural,Between 10-14,0.39%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,10 & ABOVE,0.43%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,15 -  19,0.49%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,20 - 24,0.74%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,25 - 29,0.58%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,30 - 34,0.35%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,35 - 39,0.26%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,40 - 44,0.24%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,45 - 49,0.24%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,50 - 54,0.19%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,55 - 59,3.84%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,60 - 64,0.29%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,65 - 69,0.30%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,70 - 74,0.37%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,75 & ABOVE,0.52%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Female,Urban,Between 10-14,0.44%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,10 & ABOVE,4.86%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,15 -  19,7.60%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,20 - 24,9.36%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,25 - 29,5.74%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,30 - 34,3.23%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,35 - 39,2.24%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,40 - 44,1.90%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,45 - 49,87.44%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,50 - 54,1.40%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,55 - 59,1.35%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,60 - 64,0.51%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,65 - 69,0.79%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,70 - 74,0.65%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,75 & ABOVE,0.43%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Rural,Between 10-14,1.99%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,10 & ABOVE,2.48%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,15 -  19,4.55%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,20 - 24,5.42%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,25 - 29,3.38%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,30 - 34,1.84%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,35 - 39,1.52%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,40 - 44,0.98%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,45 - 49,0.81%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,50 - 54,0.79%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,55 - 59,0.79%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,60 - 64,0.81%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,65 - 69,0.64%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,70 - 74,0.69%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,75 & ABOVE,0.03%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Male,Urban,Between 10-14,1.58%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,10 & ABOVE,10.53%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,15 -  19,12.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,20 - 24,3.13%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,25 - 29,7.69%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,30 - 34,20.83%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,35 - 39,4.76%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,40 - 44,23.81%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,45 - 49,20.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,50 - 54,0.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,55 - 59,0.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,60 - 64,20.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,65 - 69,25.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,70 - 74,0.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,75 & ABOVE,0.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Rural,Between 10-14,#DIV/0!,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,10 & ABOVE,50.76%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,15 -  19,57.14%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,20 - 24,3.17%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,25 - 29,0.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,30 - 34,0.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,35 - 39,0.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,40 - 44,0.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,45 - 49,0.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,50 - 54,0.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,55 - 59,0.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,60 - 64,7.69%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,65 - 69,0.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,70 - 74,12.50%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,75 & ABOVE,0.00%,Seeking Work,Gujranwala
GUJRANWALA DISTRICT,Transgender,Urban,Between 10-14,#DIV/0!,Seeking Work,Gujranwala
